virus_ID	Family	database	blast	deepac	dnabert	kNN	vibe	zoonotic_rank	Genus	Species	refseq.id	dataset	label	host_label
KX369547	Flaviviridae	GenBank	1.0	0.9504896069681922	0.9547613491845686	1.0	0.9344802096832632	0.9505531084537506	Flavivirus	Orthoflavivirus zikaense	KX369547	past	1.0	1.0
KX372249	Coronaviridae	GenBank	0.0	5.0107216855291055e-05	7.449370239728565e-05	0.0	0.0002448419419778	0.0004259617390925	Gammacoronavirus	Avian coronavirus	KX372249	past	0.0	0.0
KX372250	Coronaviridae	GenBank	0.0	8.862983105397512e-05	7.434259096373345e-05	0.0	0.0001985064287073	0.0003754461136849	Gammacoronavirus	Avian coronavirus	KX372250	past	0.0	0.0
KX372564	Flaviviridae	GenBank	1.0	0.9846316716250252	0.9984212293344386	1.0	0.99296877524432	0.9960349488258362	Flavivirus	Dengue virus	KX372564	past	1.0	1.0
KX375805	Coronaviridae	GenBank	0.0	9.951725235856058e-06	7.428461010857565e-05	0.0	0.0002069984352251	0.0006268596243171	Gammacoronavirus	Avian coronavirus	KX375805	past	0.0	0.0
KX375806	Coronaviridae	GenBank	0.0	4.974728128448428e-06	7.442436502336175e-05	0.0	0.0002383939920934	0.0003224905001115	Gammacoronavirus	Avian coronavirus	KX375806	past	0.0	0.0
KX375807	Coronaviridae	GenBank	0.0	2.180881295890145e-06	7.445237324604705e-05	0.0	0.00023236158163	0.0004277128889224	Gammacoronavirus	Avian coronavirus	KX375807	past	0.0	0.0
KX377335	Flaviviridae	GenBank	0.0	0.1344811615295881	0.0518129814570488	0.0	0.2930098311098422	0.111537901777774	Flavivirus	Zika virus	KX377335	past	0.0	0.0
KX377336	Flaviviridae	GenBank	1.0	0.5447627526036528	0.909821098627046	0.6	0.9012221792756124	0.7064083084464073	Flavivirus	Zika virus	KX377336	past	0.0	0.0
KX377337	Flaviviridae	GenBank	1.0	0.9528937630875166	0.9595885720363884	1.0	0.9621714616930762	0.9600301855802535	Flavivirus	Zika virus	KX377337	past	1.0	1.0
KX389094	Coronaviridae	GenBank	0.0	8.483766638396683e-06	7.432070159094146e-05	0.0	0.000264719657877	0.0004980086551221	Gammacoronavirus	Avian coronavirus	KX389094	past	0.0	0.0
KX394389	Flaviviridae	GenBank	0.0	0.0141780736457169	0.0247540780381018	0.0	0.0167410961354996	0.0143907097750343	Flavivirus	West Nile virus	KX394389	past	0.0	0.0
KX400753	Coronaviridae	GenBank	0.0	6.8440873720458005e-06	7.409224646456742e-05	0.0	0.0002551406030111	0.0005773315284749	Gammacoronavirus	Avian coronavirus	KX400753	past	0.0	0.0
KX425847	Coronaviridae	GenBank	0.0	4.404743951602823e-06	7.451679197385511e-05	0.0	0.000207683360557	0.0005993967739049	Gammacoronavirus	Avian coronavirus	KX425847	past	0.0	0.0
KX432213	Coronaviridae	GenBank	0.0	0.4849406340223575	0.2484885153627489	0.0	0.2710725012658233	0.1339647359028458	Betacoronavirus	Betacoronavirus 1	KX432213	past	0.0	0.0
KX434788	Coronaviridae	GenBank	0.0	0.0002162302757119	7.435983050576668e-05	0.0	0.0002119980694655	0.0006512752047273	Gammacoronavirus	Avian coronavirus	KX434788	past	0.0	0.0
KX434789	Coronaviridae	GenBank	0.0	1.6113357922891358e-05	7.435140560530716e-05	0.0	0.0002086772383912	0.0008154897503845	Gammacoronavirus	Avian coronavirus	KX434789	past	0.0	0.0
KX434790	Coronaviridae	GenBank	0.0	8.832238115964283e-05	7.433282261202322e-05	0.0	0.0002117198991364	0.0005060164514724	Gammacoronavirus	Avian coronavirus	KX434790	past	0.0	0.0
KX442564	Coronaviridae	GenBank	0.0	0.4018521759139954	0.0007591999877701	0.3	0.0567989303023348	0.0012431919807567	Betacoronavirus	Hypsugo bat coronavirus HKU25	KX442564	past	0.0	0.0
KX442565	Coronaviridae	GenBank	0.0	0.4057754675407329	0.0033456482790333	0.3	0.0614296326135355	0.0014486915859742	Betacoronavirus	Hypsugo bat coronavirus HKU25	KX442565	past	0.0	0.0
KX446950	Flaviviridae	GenBank	1.0	0.8088526545568954	0.978398573953052	0.9	0.9858349804268328	0.9901494109630584	Flavivirus	Orthoflavivirus zikaense	KX446950	past	0.0	0.0
KX446951	Flaviviridae	GenBank	1.0	0.7847531583420065	0.9779726294584052	0.9	0.9859127700328828	0.9841355544328688	Flavivirus	Zika virus	KX446951	past	0.0	0.0
KX452096	Flaviviridae	GenBank	0.0	0.0046787944224475	0.0022231336135353	0.0	0.0016144523119278	0.0008553647338703	Flavivirus	Tembusu virus	KX452096	past	0.0	0.0
KX458014	Flaviviridae	GenBank	1.0	0.9931470370569896	0.9988151622373004	1.0	0.997016322474147	0.9990098661184312	Flavivirus	Dengue virus	KX458014	past	1.0	1.0
KX459386	Flaviviridae	GenBank	1.0	0.8971229644382701	0.9982819585239188	1.0	0.9956046300775864	0.9521387511491776	Flavivirus	Dengue virus	KX459386	past	1.0	1.0
KX459387	Flaviviridae	GenBank	1.0	0.8655332432073706	0.998093799983754	1.0	0.995920954732334	0.9524968707561492	Flavivirus	Dengue virus	KX459387	past	1.0	1.0
KX459388	Flaviviridae	GenBank	1.0	0.8965367976356955	0.9981603215722477	1.0	0.9955774903297424	0.956485755443573	Flavivirus	Dengue virus	KX459388	past	1.0	1.0
KX459389	Flaviviridae	GenBank	1.0	0.8400964484495275	0.997544496199664	1.0	0.9957248252980848	0.9638565951585768	Flavivirus	Dengue virus	KX459389	past	1.0	1.0
KX459390	Flaviviridae	GenBank	1.0	0.8409553317462697	0.9974113941192628	1.0	0.9955955168780158	0.9961207854747772	Flavivirus	Dengue virus	KX459390	past	1.0	1.0
KX459391	Flaviviridae	GenBank	1.0	0.8818358077722437	0.9982277842128978	1.0	0.9941553964334376	0.9966084325313568	Flavivirus	Dengue virus	KX459391	past	1.0	1.0
KX459392	Flaviviridae	GenBank	1.0	0.8576253463240231	0.9975304820958306	1.0	0.9959605231004602	0.996905208826065	Flavivirus	Dengue virus	KX459392	past	1.0	1.0
KX499468	Coronaviridae	GenBank	0.0	0.0078270224116742	7.398423444434968e-05	0.0	0.00158107793575	0.005267589080613	Alphacoronavirus	Alphacoronavirus 1	KX499468	past	0.0	0.0
KX512809	Coronaviridae	GenBank	0.0	0.2367155989427637	9.07880654429189e-05	0.0	0.0082390733755245	0.0005037097592139	Alphacoronavirus	Ferret coronavirus	KX512809	past	0.0	0.0
KX512810	Coronaviridae	GenBank	0.0	0.2570106900218109	8.81523194168819e-05	0.0	0.0130953525519674	0.0004334970093622	Alphacoronavirus	Ferret coronavirus	KX512810	past	0.0	0.0
KX528230	Flaviviridae	GenBank	1.0	0.134679637457195	0.3498224980507267	0.6	0.124508053003075	0.3813547369092703	Pegivirus	Pegivirus H	KX528230	past	1.0	1.0
KX528231	Flaviviridae	GenBank	1.0	0.1423783964036326	0.3341226056003698	0.6	0.1561351463054674	0.4367058357596397	Pegivirus	Pegivirus H	KX528231	past	1.0	1.0
KX534205	Coronaviridae	GenBank	0.0	3.3543417895615355e-06	7.496202338983894e-05	0.0	0.0001987384022354	0.0002807667022352	Alphacoronavirus	Porcine epidemic diarrhea virus	KX534205	past	0.0	0.0
KX534206	Coronaviridae	GenBank	0.0	2.102467806481724e-06	7.475082782246464e-05	0.0	0.0002018769069772	0.0002849505289122	Alphacoronavirus	Porcine epidemic diarrhea virus	KX534206	past	0.0	0.0
KX538964	Coronaviridae	GenBank	1.0	0.998900529803062	0.9997385132069492	1.0	0.9989840933254788	0.9812775087356568	Betacoronavirus	Betacoronavirus 1	KX538964	past	1.0	1.0
KX538965	Coronaviridae	GenBank	1.0	0.9987317075534744	0.9922376420424908	1.0	0.9987577929788706	0.9841268986463548	Betacoronavirus	Betacoronavirus 1	KX538965	past	1.0	1.0
KX538966	Coronaviridae	GenBank	1.0	0.9988964769305017	0.999735811535193	1.0	0.9989747624008024	0.9813297778367996	Betacoronavirus	Betacoronavirus 1	KX538966	past	1.0	1.0
KX538967	Coronaviridae	GenBank	1.0	0.9987133614870968	0.9925215046624748	1.0	0.9988742991369598	0.985352656841278	Betacoronavirus	Betacoronavirus 1	KX538967	past	1.0	1.0
KX538968	Coronaviridae	GenBank	1.0	0.9987015729047816	0.9923011555355422	1.0	0.9988422547067914	0.993169721364975	Betacoronavirus	Betacoronavirus 1	KX538968	past	1.0	1.0
KX538969	Coronaviridae	GenBank	1.0	0.9987424792075644	0.9923327369957554	1.0	0.9988915124718024	0.993131674528122	Betacoronavirus	Betacoronavirus 1	KX538969	past	1.0	1.0
KX538970	Coronaviridae	GenBank	1.0	0.9988834500312804	0.9996947463677854	1.0	0.9989781277520317	0.9846976041793823	Betacoronavirus	Betacoronavirus 1	KX538970	past	1.0	1.0
KX538971	Coronaviridae	GenBank	1.0	0.9987517889665096	0.9923012504164054	1.0	0.9988862813735496	0.9884772682189942	Betacoronavirus	Betacoronavirus 1	KX538971	past	1.0	1.0
KX538972	Coronaviridae	GenBank	1.0	0.9988983273506165	0.9997381317372224	1.0	0.9989662953785488	0.973536785840988	Betacoronavirus	Betacoronavirus 1	KX538972	past	1.0	1.0
KX538973	Coronaviridae	GenBank	1.0	0.9987457397032756	0.9923011584549534	1.0	0.9988011486676276	0.9886275458335876	Betacoronavirus	Betacoronavirus 1	KX538973	past	1.0	1.0
KX538974	Coronaviridae	GenBank	1.0	0.9987318009746318	0.9924482945884976	1.0	0.9988816305082672	0.988072851896286	Betacoronavirus	Betacoronavirus 1	KX538974	past	1.0	1.0
KX538975	Coronaviridae	GenBank	1.0	0.9987071876623193	0.992356881012722	1.0	0.9988733775761662	0.9767726320028304	Betacoronavirus	Betacoronavirus 1	KX538975	past	1.0	1.0
KX538976	Coronaviridae	GenBank	1.0	0.9988712738971322	0.9997385779205634	1.0	0.998966775135118	0.969860544204712	Betacoronavirus	Betacoronavirus 1	KX538976	past	1.0	1.0
KX538977	Coronaviridae	GenBank	1.0	0.9986695043894708	0.9923380123717443	1.0	0.9988772618527316	0.990160626769066	Betacoronavirus	Betacoronavirus 1	KX538977	past	1.0	1.0
KX538978	Coronaviridae	GenBank	1.0	0.9989072768055662	0.999742242754722	1.0	0.9989776222073302	0.972704902291298	Betacoronavirus	Betacoronavirus 1	KX538978	past	1.0	1.0
KX538979	Coronaviridae	GenBank	1.0	0.998867286711323	0.9997384964203349	1.0	0.9989688644603808	0.9828194671869278	Betacoronavirus	Betacoronavirus 1	KX538979	past	1.0	1.0
KX547164	Flaviviridae	GenBank	0.0	0.0005303788449203	0.0043747764511228	0.3	0.0014398688461284	0.0006238684388517	Flavivirus	West Nile virus	KX547164	past	0.0	0.0
KX547165	Flaviviridae	GenBank	0.0	0.0005070853876532	0.002680619339307	0.0	0.0013610124493256	0.0005030668208564	Flavivirus	West Nile virus	KX547165	past	0.0	0.0
KX547166	Flaviviridae	GenBank	0.0	0.0005196801927478	0.0026686927790991	0.0	0.0013396942901403	0.0003882187929411	Flavivirus	West Nile virus	KX547166	past	0.0	0.0
KX547167	Flaviviridae	GenBank	0.0	0.0005523294547496	0.0030941516905481	0.0	0.0013666038298546	0.0013804820291988	Flavivirus	West Nile virus	KX547167	past	0.0	0.0
KX547168	Flaviviridae	GenBank	0.0	0.000539623693628	0.0026970355565724	0.0	0.0013339494931684	0.0004261607714942	Flavivirus	West Nile virus	KX547168	past	0.0	0.0
KX547169	Flaviviridae	GenBank	0.0	0.0007323856060433	0.0029692461735807	0.0	0.0014043436737644	0.0008366615019621	Flavivirus	Orthoflavivirus nilense	KX547169	past	0.0	0.0
KX547170	Flaviviridae	GenBank	0.0	0.0005237497999312	0.0026636127054929	0.0	0.0013442370853776	0.0003429144300934	Flavivirus	Orthoflavivirus nilense	KX547170	past	0.0	0.0
KX547171	Flaviviridae	GenBank	0.0	0.0006608006269955	0.0029151746583561	0.0	0.0013932052777733	0.0007329003951599	Flavivirus	West Nile virus	KX547171	past	0.0	0.0
KX547172	Flaviviridae	GenBank	0.0	0.0005491396708283	0.0027667019803206	0.0	0.0013941831421107	0.0012495481388759	Flavivirus	West Nile virus	KX547172	past	0.0	0.0
KX547173	Flaviviridae	GenBank	0.0	0.0005565767340708	0.0029513970163629	0.0	0.0013770533814961	0.0004681370001344	Flavivirus	West Nile virus	KX547173	past	0.0	0.0
KX547174	Flaviviridae	GenBank	0.0	0.0007067667371133	0.0027355990781405	0.0	0.0013945182612122	0.0009405565806081	Flavivirus	West Nile virus	KX547174	past	0.0	0.0
KX547175	Flaviviridae	GenBank	0.0	0.0005118900542922	0.0026832771281776	0.0	0.0013444907015709	0.0005900178989758	Flavivirus	West Nile virus	KX547175	past	0.0	0.0
KX547176	Flaviviridae	GenBank	0.0	0.0005647564769809	0.0026842506282941	0.0	0.0013548213173635	0.0003751262403602	Flavivirus	West Nile virus	KX547176	past	0.0	0.0
KX547178	Flaviviridae	GenBank	0.0	0.0005153407353561	0.0026712813861343	0.0	0.0013428926346065	0.0003710831782518	Flavivirus	West Nile virus	KX547178	past	0.0	0.0
KX547179	Flaviviridae	GenBank	0.0	0.0005114383216413	0.0027290753855066	0.0	0.0013462400394166	0.0004964228994139	Flavivirus	West Nile virus	KX547179	past	0.0	0.0
KX547180	Flaviviridae	GenBank	0.0	0.0005054718545833	0.00267959009791	0.0	0.0013655155090355	0.00040072700589	Flavivirus	West Nile virus	KX547180	past	0.0	0.0
KX547181	Flaviviridae	GenBank	0.0	0.0004888432368864	0.002669280543815	0.0	0.0013504224331226	0.0003996482940419	Flavivirus	West Nile virus	KX547181	past	0.0	0.0
KX547182	Flaviviridae	GenBank	0.0	0.0005162374444659	0.0026838032225536	0.0	0.0013329601984709	0.0003922789804709	Flavivirus	West Nile virus	KX547182	past	0.0	0.0
KX547183	Flaviviridae	GenBank	0.0	0.0005545735561903	0.0026724045070126	0.0	0.0013596748494608	0.000972249074839	Flavivirus	West Nile virus	KX547183	past	0.0	0.0
KX547184	Flaviviridae	GenBank	0.0	0.0005882045109099	0.003078200496993	0.0	0.001388082203596	0.001388846746704	Flavivirus	West Nile virus	KX547184	past	0.0	0.0
KX547185	Flaviviridae	GenBank	0.0	0.0005485150415848	0.003574664280804	0.0	0.0013702020108656	0.0015166672738268	Flavivirus	Orthoflavivirus nilense	KX547185	past	0.0	0.0
KX547186	Flaviviridae	GenBank	0.0	0.0005350572079996	0.0032591193936072	0.0	0.0013474898066285	0.0004539968391326	Flavivirus	West Nile virus	KX547186	past	0.0	0.0
KX547187	Flaviviridae	GenBank	0.0	0.0005409482562035	0.0034698500395427	0.0	0.001344469564068	0.000475990204868	Flavivirus	Orthoflavivirus nilense	KX547187	past	0.0	0.0
KX547188	Flaviviridae	GenBank	0.0	0.0005130993674758	0.0026781801134347	0.0	0.0013432171815724	0.0004701143538477	Flavivirus	West Nile virus	KX547188	past	0.0	0.0
KX547189	Flaviviridae	GenBank	0.0	0.0005037157135903	0.0026767326689455	0.0	0.0013404417820924	0.0003613442381355	Flavivirus	West Nile virus	KX547189	past	0.0	0.0
KX547190	Flaviviridae	GenBank	0.0	0.0007544886100012	0.0027215716491323	0.0	0.0014914102354195	0.0013299392718181	Flavivirus	West Nile virus	KX547190	past	0.0	0.0
KX547191	Flaviviridae	GenBank	0.0	0.0006505416146632	0.0032573953273619	0.0	0.0014609084193876	0.0012207117103389	Flavivirus	West Nile virus	KX547191	past	0.0	0.0
KX547192	Flaviviridae	GenBank	0.0	0.0005593124269792	0.002853826378732	0.0	0.0013357608695514	0.0006223411373502	Flavivirus	West Nile virus	KX547192	past	0.0	0.0
KX547193	Flaviviridae	GenBank	0.0	0.0005757791339546	0.0026948833702738	0.0	0.0013538073588617	0.0003658864875978	Flavivirus	West Nile virus	KX547193	past	0.0	0.0
KX547194	Flaviviridae	GenBank	0.0	0.0005126713093527	0.0026927179681288	0.0	0.0013448359650494	0.0004692466312189	Flavivirus	Orthoflavivirus nilense	KX547194	past	0.0	0.0
KX547195	Flaviviridae	GenBank	0.0	0.000517693341249	0.0028787686849597	0.0	0.0013530510734918	0.0021880203951149	Flavivirus	West Nile virus	KX547195	past	0.0	0.0
KX547196	Flaviviridae	GenBank	0.0	0.0005345382645785	0.0030847373838146	0.0	0.0013653851820827	0.0017873483742004	Flavivirus	West Nile virus	KX547196	past	0.0	0.0
KX547197	Flaviviridae	GenBank	0.0	0.0005006824539609	0.0034808482132787	0.0	0.0013366835286602	0.0005613025070851	Flavivirus	West Nile virus	KX547197	past	0.0	0.0
KX547198	Flaviviridae	GenBank	0.0	0.0005556449372899	0.0034052161039611	0.0	0.0013892958915337	0.0007025530561076	Flavivirus	West Nile virus	KX547198	past	0.0	0.0
KX547199	Flaviviridae	GenBank	0.0	0.0005174830706849	0.0026796068481797	0.0	0.0013398371236182	0.0004424218750136	Flavivirus	West Nile virus	KX547199	past	0.0	0.0
KX547200	Flaviviridae	GenBank	0.0	0.0007020742602837	0.0028476022782215	0.0	0.0013930002473792	0.0009016036400862	Flavivirus	Orthoflavivirus nilense	KX547200	past	0.0	0.0
KX547201	Flaviviridae	GenBank	0.0	0.0006983514436416	0.0027297345574858	0.0	0.0013826704749209	0.0014056248567066	Flavivirus	West Nile virus	KX547201	past	0.0	0.0
KX547202	Flaviviridae	GenBank	0.0	0.0005724248507206	0.0027323921487211	0.0	0.001338206889476	0.0003534504377239	Flavivirus	West Nile virus	KX547202	past	0.0	0.0
KX547203	Flaviviridae	GenBank	0.0	0.0005160319943929	0.0027011010638806	0.0	0.0013529351576729	0.0005231515543709	Flavivirus	West Nile virus	KX547203	past	0.0	0.0
KX547204	Flaviviridae	GenBank	0.0	0.0005053898426541	0.0026758247986435	0.0	0.001343187293969	0.000396814767082	Flavivirus	West Nile virus	KX547204	past	0.0	0.0
KX547205	Flaviviridae	GenBank	0.0	0.0005025539977755	0.0026837036170628	0.0	0.0013319248818185	0.0004148250110301	Flavivirus	West Nile virus	KX547205	past	0.0	0.0
KX547206	Flaviviridae	GenBank	0.0	0.0005280492765704	0.0042547155428829	0.0	0.0013645430674863	0.0017691535834455	Flavivirus	West Nile virus	KX547206	past	0.0	0.0
KX547207	Flaviviridae	GenBank	0.0	0.0005038707634221	0.0026646246537999	0.0	0.001339478288279	0.0004268847592174	Flavivirus	West Nile virus	KX547207	past	0.0	0.0
KX547208	Flaviviridae	GenBank	0.0	0.0006463658086177	0.0032511911704204	0.0	0.0014634762178608	0.0011607778434699	Flavivirus	West Nile virus	KX547208	past	0.0	0.0
KX547209	Flaviviridae	GenBank	0.0	0.0004885776793238	0.0026746970942503	0.0	0.001350866705125	0.0004541615916241	Flavivirus	West Nile virus	KX547209	past	0.0	0.0
KX547210	Flaviviridae	GenBank	0.0	0.0005174716085559	0.0027048606777477	0.0	0.0013497957883965	0.0004644050446585	Flavivirus	West Nile virus	KX547210	past	0.0	0.0
KX547211	Flaviviridae	GenBank	0.0	0.0005504881815837	0.0026797354546223	0.0	0.0013613709895654	0.0009765049468841	Flavivirus	West Nile virus	KX547211	past	0.0	0.0
KX547212	Flaviviridae	GenBank	0.0	0.0004907546381007	0.0026986573573721	0.0	0.0013330281132745	0.0005108363839098	Flavivirus	West Nile virus	KX547212	past	0.0	0.0
KX547213	Flaviviridae	GenBank	0.0	0.0004912485832772	0.0026725303045972	0.0	0.0013356674841583	0.0004752964235376	Flavivirus	West Nile virus	KX547213	past	0.0	0.0
KX547214	Flaviviridae	GenBank	0.0	0.0005319078285707	0.0033350333538946	0.0	0.0013648802400999	0.0005360650431247	Flavivirus	Orthoflavivirus nilense	KX547214	past	0.0	0.0
KX547215	Flaviviridae	GenBank	0.0	0.0005388971623138	0.002655595704794	0.0	0.0013968441743663	0.0012849616403399	Flavivirus	West Nile virus	KX547215	past	0.0	0.0
KX547216	Flaviviridae	GenBank	0.0	0.000518187742019	0.0026935452113447	0.0	0.0013475962576109	0.0006473979151632	Flavivirus	West Nile virus	KX547216	past	0.0	0.0
KX547217	Flaviviridae	GenBank	0.0	0.0005190255000935	0.0026751235032692	0.0	0.0013493894082277	0.0004853414477474	Flavivirus	West Nile virus	KX547217	past	0.0	0.0
KX547218	Flaviviridae	GenBank	0.0	0.0005268919712127	0.00267875430629	0.0	0.0013472856574713	0.0004577093249826	Flavivirus	West Nile virus	KX547218	past	0.0	0.0
KX547219	Flaviviridae	GenBank	0.0	0.0006547887942995	0.003238976734073	0.0	0.0014517286638079	0.00066795983701	Flavivirus	West Nile virus	KX547219	past	0.0	0.0
KX547220	Flaviviridae	GenBank	0.0	0.0005708283983843	0.0031572063453495	0.0	0.0014546075876434	0.0008981030430731	Flavivirus	Orthoflavivirus nilense	KX547220	past	0.0	0.0
KX547221	Flaviviridae	GenBank	0.0	0.0005480155335156	0.0030872157347107	0.0	0.0013613476252811	0.0030508383497362	Flavivirus	West Nile virus	KX547221	past	0.0	0.0
KX547222	Flaviviridae	GenBank	0.0	0.0005466509248097	0.0032392853673352	0.0	0.0013941097679699	0.0008465656741463	Flavivirus	Orthoflavivirus nilense	KX547222	past	0.0	0.0
KX547223	Flaviviridae	GenBank	0.0	0.0005470573475555	0.0026794506404765	0.0	0.0013529583879443	0.0006364455727452	Flavivirus	West Nile virus	KX547223	past	0.0	0.0
KX547224	Flaviviridae	GenBank	0.0	0.0004985720556866	0.0026787749361679	0.0	0.0013560216283685	0.0003462407416281	Flavivirus	West Nile virus	KX547224	past	0.0	0.0
KX547225	Flaviviridae	GenBank	0.0	0.0005603453954431	0.0026912314378721	0.0	0.0013806190785713	0.0005930383555823	Flavivirus	West Nile virus	KX547225	past	0.0	0.0
KX547226	Flaviviridae	GenBank	0.0	0.0005455976130009	0.0027072735314885	0.2	0.0013545663326133	0.0008513667505757	Flavivirus	West Nile virus	KX547226	past	0.0	0.0
KX547227	Flaviviridae	GenBank	0.0	0.0005360743883969	0.0031799299961908	0.0	0.0013739060540142	0.0008734534606628	Flavivirus	West Nile virus	KX547227	past	0.0	0.0
KX547228	Flaviviridae	GenBank	0.0	0.0005216445805312	0.0027232271481067	0.0	0.0013400472979451	0.0004270114234895	Flavivirus	Orthoflavivirus nilense	KX547228	past	0.0	0.0
KX547229	Flaviviridae	GenBank	0.0	0.0005171689733478	0.0026859808280024	0.0	0.0013374624608712	0.0003652538563982	Flavivirus	West Nile virus	KX547229	past	0.0	0.0
KX547230	Flaviviridae	GenBank	0.0	0.0004946637777191	0.0027082048026238	0.0	0.0013451931394398	0.0005854399641975	Flavivirus	West Nile virus	KX547230	past	0.0	0.0
KX547231	Flaviviridae	GenBank	0.0	0.0006109921605245	0.0032540007188461	0.0	0.0013833432146997	0.000690572516396	Flavivirus	West Nile virus	KX547231	past	0.0	0.0
KX547232	Flaviviridae	GenBank	0.0	0.000517793049407	0.0026567635792415	0.0	0.001362434749459	0.0003985113813905	Flavivirus	West Nile virus	KX547232	past	0.0	0.0
KX547233	Flaviviridae	GenBank	0.0	0.0004946770653521	0.0026764752760226	0.0	0.0013514716194422	0.0003494934447189	Flavivirus	West Nile virus	KX547233	past	0.0	0.0
KX547234	Flaviviridae	GenBank	0.0	0.00057528982608	0.0026996479840775	0.0	0.0013562719578594	0.0005545106391218	Flavivirus	West Nile virus	KX547234	past	0.0	0.0
KX547235	Flaviviridae	GenBank	0.0	0.0007135748628359	0.0030684822054883	0.0	0.0014079476958465	0.0007591795425832	Flavivirus	West Nile virus	KX547235	past	0.0	0.0
KX547236	Flaviviridae	GenBank	0.0	0.0005570264780375	0.0028545805984068	0.0	0.0013401780513028	0.0007411611232236	Flavivirus	West Nile virus	KX547236	past	0.0	0.0
KX547237	Flaviviridae	GenBank	0.0	0.0004911215063509	0.0027010828313461	0.0	0.0013582865656136	0.0005625284013512	Flavivirus	West Nile virus	KX547237	past	0.0	0.0
KX547238	Flaviviridae	GenBank	0.0	0.0004932084874633	0.0027166431536898	0.0	0.0013401761399257	0.0003728337604115	Flavivirus	West Nile virus	KX547238	past	0.0	0.0
KX547239	Flaviviridae	GenBank	0.0	0.0005189953341424	0.0026836263876798	0.0	0.0013431127096504	0.0003727505886126	Flavivirus	West Nile virus	KX547239	past	0.0	0.0
KX547240	Flaviviridae	GenBank	0.0	0.0005562082988669	0.0026786097116919	0.0	0.0013718719873035	0.0004858027602676	Flavivirus	West Nile virus	KX547240	past	0.0	0.0
KX547241	Flaviviridae	GenBank	0.0	0.0005018677496314	0.0027064055686296	0.0	0.0013391353422775	0.0004487532367238	Flavivirus	Orthoflavivirus nilense	KX547241	past	0.0	0.0
KX547242	Flaviviridae	GenBank	0.0	0.0005212276135902	0.0026979215462085	0.0	0.0013597045922218	0.0005645517232914	Flavivirus	West Nile virus	KX547242	past	0.0	0.0
KX547243	Flaviviridae	GenBank	0.0	0.0005325871439539	0.0031065750423125	0.0	0.0014461370504482	0.0004053558078521	Flavivirus	West Nile virus	KX547243	past	0.0	0.0
KX547244	Flaviviridae	GenBank	0.0	0.000507798436068	0.0030087930431892	0.0	0.0013536687271647	0.0003710116355977	Flavivirus	West Nile virus	KX547244	past	0.0	0.0
KX547245	Flaviviridae	GenBank	0.0	0.0005014680362914	0.0027054994892285	0.0	0.0013384782035055	0.0005306295165064	Flavivirus	Orthoflavivirus nilense	KX547245	past	0.0	0.0
KX547246	Flaviviridae	GenBank	0.0	0.0005084163053546	0.0027165230821146	0.0	0.0013442415605992	0.0003961146030269	Flavivirus	West Nile virus	KX547246	past	0.0	0.0
KX547247	Flaviviridae	GenBank	0.0	0.0004936400389344	0.0026774356266223	0.0	0.0013306346697581	0.0003427397943232	Flavivirus	West Nile virus	KX547247	past	0.0	0.0
KX547248	Flaviviridae	GenBank	0.0	0.000522677219885	0.0028185808792883	0.0	0.0013379264043557	0.0004783923508147	Flavivirus	West Nile virus	KX547248	past	0.0	0.0
KX547249	Flaviviridae	GenBank	0.0	0.000631411326753	0.0026769276646095	0.0	0.0013548578798965	0.0004599634393525	Flavivirus	Orthoflavivirus nilense	KX547249	past	0.0	0.0
KX547250	Flaviviridae	GenBank	0.0	0.0005046273024565	0.0027009919921997	0.0	0.0013647503733938	0.0005832178294439	Flavivirus	West Nile virus	KX547250	past	0.0	0.0
KX547251	Flaviviridae	GenBank	0.0	0.0005175740636416	0.0027046489318139	0.0	0.0013567365307988	0.0005005731906202	Flavivirus	West Nile virus	KX547251	past	0.0	0.0
KX547252	Flaviviridae	GenBank	0.0	0.0005257560241748	0.0026773333733598	0.0	0.0013650637810378	0.0008846153302874	Flavivirus	West Nile virus	KX547252	past	0.0	0.0
KX547253	Flaviviridae	GenBank	0.0	0.0005169945898371	0.0026925585224553	0.0	0.0013433277937258	0.0006851121787621	Flavivirus	West Nile virus	KX547253	past	0.0	0.0
KX547254	Flaviviridae	GenBank	0.0	0.0007110153815436	0.0027229728280068	0.0	0.0013666470578416	0.001320222672948	Flavivirus	Orthoflavivirus nilense	KX547254	past	0.0	0.0
KX547255	Flaviviridae	GenBank	0.0	0.0005544497867366	0.0028548356318889	0.0	0.0013392951886364	0.0005519085907871	Flavivirus	West Nile virus	KX547255	past	0.0	0.0
KX547256	Flaviviridae	GenBank	0.0	0.0005066971679784	0.0026684166568461	0.0	0.0013483865606208	0.0005452914728084	Flavivirus	West Nile virus	KX547256	past	0.0	0.0
KX547257	Flaviviridae	GenBank	0.0	0.0005029856772104	0.0026694650661611	0.0	0.0013655748253493	0.000671374527701	Flavivirus	West Nile virus	KX547257	past	0.0	0.0
KX547258	Flaviviridae	GenBank	0.0	0.0005191670500417	0.0026669738175304	0.0	0.0013920024462412	0.0004819114909332	Flavivirus	West Nile virus	KX547258	past	0.0	0.0
KX547259	Flaviviridae	GenBank	0.0	0.0005012716079617	0.0026887617910519	0.0	0.00134764573683	0.0003788556537801	Flavivirus	Orthoflavivirus nilense	KX547259	past	0.0	0.0
