,UniversalName,Strain,Accessions,WholeGenome,InfectsHumans,fold
2525,MH020185,MH020185,MH020185,1,FALSE,train
2526,MH779856,MH779856,MH779856,1,FALSE,train
2527,MH779857,MH779857,MH779857,1,FALSE,train
2528,MH779858,MH779858,MH779858,1,FALSE,train
2529,MH779859,MH779859,MH779859,1,FALSE,train
2530,MH779860,MH779860,MH779860,1,FALSE,train
2546,MG197727,MG197727,MG197727,1,FALSE,train
2547,MG605090,MG605090,MG605090,1,FALSE,train
2548,MG605091,MG605091,MG605091,1,FALSE,train
2549,MG233398,MG233398,MG233398,1,FALSE,eval
2550,MH708243,MH708243,MH708243,1,FALSE,train
2552,MG912595,MG912595,MG912595,1,TRUE,train
2553,MG912596,MG912596,MG912596,1,TRUE,train
2554,MG912597,MG912597,MG912597,1,TRUE,train
2555,MG912598,MG912598,MG912598,1,TRUE,train
2556,MG912599,MG912599,MG912599,1,TRUE,eval
2557,MG912600,MG912600,MG912600,1,TRUE,train
2558,MG912601,MG912601,MG912601,1,TRUE,eval
2559,MG912602,MG912602,MG912602,1,TRUE,train
2560,MG912603,MG912603,MG912603,1,TRUE,eval
2561,MG912604,MG912604,MG912604,1,TRUE,train
2562,MG912605,MG912605,MG912605,1,TRUE,train
2563,MG912606,MG912606,MG912606,1,TRUE,train
2564,MG912607,MG912607,MG912607,1,TRUE,train
2565,MG912608,MG912608,MG912608,1,TRUE,train
2566,MH310909,MH310909,MH310909,1,TRUE,train
2567,MH310910,MH310910,MH310910,1,TRUE,train
2568,MH310911,MH310911,MH310911,1,TRUE,train
2569,MH310912,MH310912,MH310912,1,TRUE,eval
2570,MG913342,MG913342,MG913342,1,FALSE,train
2571,MG913343,MG913343,MG913343,1,FALSE,train
2576,MH532440,MH532440,MH532440,1,FALSE,train
2577,MG366483,MG366483,MG366483,1,TRUE,train
2578,MF807951,MF807951,MF807951,1,FALSE,train
2579,MF807952,MF807952,MF807952,1,FALSE,train
2580,KY293678,KY293678,KY293678,1,FALSE,eval
2582,MH395139,MH395139,MH395139,1,TRUE,train
2583,MH432120,MH432120,MH432120,1,TRUE,train
2584,MG893511,MG893511,MG893511,1,FALSE,train
2586,MG977444,MG977444,MG977444,1,FALSE,eval
2587,MG977445,MG977445,MG977445,1,FALSE,eval
2588,MG977447,MG977447,MG977447,1,FALSE,train
2589,MG977449,MG977449,MG977449,1,FALSE,train
2590,MG977451,MG977451,MG977451,1,TRUE,train
2591,MG977452,MG977452,MG977452,1,TRUE,eval
2592,MF642322,MF642322,MF642322,1,FALSE,train
2593,MF642323,MF642323,MF642323,1,FALSE,train
2594,MF642324,MF642324,MF642324,1,FALSE,train
2595,MF642325,MF642325,MF642325,1,FALSE,train
2596,MG812375,MG812375,MG812375,1,FALSE,train
2597,MG812376,MG812376,MG812376,1,FALSE,train
2598,MG812377,MG812377,MG812377,1,FALSE,train
2599,MG812378,MG812378,MG812378,1,FALSE,train
2600,MH107321,MH107321,MH107321,1,FALSE,train
2601,MH107322,MH107322,MH107322,1,FALSE,train
2602,MH454272,MH454272,MH454272,1,TRUE,eval
2603,MF508703,MF508703,MF508703,1,FALSE,eval
2604,MG837058,MG837058,MG837058,1,FALSE,train
2605,MH306207,MH306207,MH306207,1,TRUE,eval
2606,MH052681,MH052681,MH052681,1,FALSE,train
2607,MH052682,MH052682,MH052682,1,FALSE,train
2608,MH052683,MH052683,MH052683,1,FALSE,train
2609,MH052684,MH052684,MH052684,1,FALSE,train
2610,MH052685,MH052685,MH052685,1,FALSE,train
2611,MH052687,MH052687,MH052687,1,FALSE,train
2612,MH052688,MH052688,MH052688,1,FALSE,eval
2613,MH052689,MH052689,MH052689,1,FALSE,train
2614,MG428699,MG428699,MG428699,1,TRUE,train
2615,MG428701,MG428701,MG428701,1,TRUE,eval
2616,MG428702,MG428702,MG428702,1,TRUE,train
2617,MG428703,MG428703,MG428703,1,TRUE,train
2618,MG428704,MG428704,MG428704,1,TRUE,train
2619,MG428705,MG428705,MG428705,1,TRUE,eval
2620,MG428706,MG428706,MG428706,1,TRUE,train
2622,LC364342,LC364342,LC364342,1,FALSE,train
2623,LC364343,LC364343,LC364343,1,FALSE,train
2624,LC364344,LC364344,LC364344,1,FALSE,train
2625,LC364345,LC364345,LC364345,1,FALSE,train
2626,LC364346,LC364346,LC364346,1,FALSE,eval
2627,MG837130,MG837130,MG837130,1,FALSE,train
2631,MF281416,MF281416,MF281416,1,FALSE,train
2632,MG242062,MG242062,MG242062,1,FALSE,train
2633,MF113046,MF113046,MF113046,1,FALSE,train
2634,MG738720,MG738720,MG738720,1,FALSE,train
2635,MH043952,MH043952,MH043952,1,FALSE,eval
2636,MH043953,MH043953,MH043953,1,FALSE,train
2637,MH043954,MH043954,MH043954,1,FALSE,train
2638,MH043955,MH043955,MH043955,1,FALSE,eval
2639,MG763935,MG763935,MG763935,1,FALSE,train
2640,LC260038,LC260038,LC260038,1,FALSE,train
2641,LC260039,LC260039,LC260039,1,FALSE,train
2642,LC260040,LC260040,LC260040,1,FALSE,eval
2643,LC260041,LC260041,LC260041,1,FALSE,train
2644,LC260042,LC260042,LC260042,1,FALSE,train
2645,LC260043,LC260043,LC260043,1,FALSE,train
2646,LC260044,LC260044,LC260044,1,FALSE,train
2647,MF083115,MF083115,MF083115,1,FALSE,eval
2650,MH013216,MH013216,MH013216,1,TRUE,train
2651,MH004412,MH004412,MH004412,1,FALSE,train
2652,MH004413,MH004413,MH004413,1,FALSE,train
2653,MH004414,MH004414,MH004414,1,FALSE,train
2654,MH004415,MH004415,MH004415,1,FALSE,train
2655,MH004416,MH004416,MH004416,1,FALSE,train
2656,MH004417,MH004417,MH004417,1,FALSE,train
2657,MH004418,MH004418,MH004418,1,FALSE,train
2658,MH004419,MH004419,MH004419,1,FALSE,train
2659,MH004420,MH004420,MH004420,1,FALSE,train
2660,MH004421,MH004421,MH004421,1,FALSE,eval
2661,MH006957,MH006957,MH006957,1,FALSE,train
2662,MH006958,MH006958,MH006958,1,FALSE,train
2663,MH006959,MH006959,MH006959,1,FALSE,train
2664,MH006960,MH006960,MH006960,1,FALSE,train
2665,MH006961,MH006961,MH006961,1,FALSE,train
2666,MH006962,MH006962,MH006962,1,FALSE,train
2667,MH006963,MH006963,MH006963,1,FALSE,train
2669,MH006965,MH006965,MH006965,1,FALSE,train
2670,MH013462,MH013462,MH013462,1,FALSE,train
2671,MH013463,MH013463,MH013463,1,FALSE,eval
2672,MH013464,MH013464,MH013464,1,FALSE,train
2673,MH013465,MH013465,MH013465,1,FALSE,train
2675,MF593268,MF593268,MF593268,1,FALSE,train
2676,MF280390,MF280390,MF280390,1,FALSE,train
2677,MF314143,MF314143,MF314143,1,TRUE,train
2678,MG772933,MG772933,MG772933,1,FALSE,train
2679,MG772934,MG772934,MG772934,1,FALSE,eval
2680,MG762674,MG762674,MG762674,1,FALSE,train
2681,MG518518,MG518518,MG518518,1,FALSE,train
2682,MG923466,MG923466,MG923466,1,FALSE,train
2683,MG923467,MG923467,MG923467,1,FALSE,train
2684,MG923468,MG923468,MG923468,1,FALSE,train
2685,MG923469,MG923469,MG923469,1,FALSE,train
2686,MG923470,MG923470,MG923470,1,FALSE,train
2687,MG923471,MG923471,MG923471,1,FALSE,train
2688,MG923472,MG923472,MG923472,1,FALSE,train
2689,MG923473,MG923473,MG923473,1,FALSE,eval
2690,MG923474,MG923474,MG923474,1,FALSE,train
2691,MG923475,MG923475,MG923475,1,FALSE,train
2692,MG923476,MG923476,MG923476,1,FALSE,train
2693,MG923477,MG923477,MG923477,1,FALSE,train
2694,MG923478,MG923478,MG923478,1,FALSE,train
2695,MG923479,MG923479,MG923479,1,FALSE,train
2696,MG923480,MG923480,MG923480,1,FALSE,train
2697,MG923481,MG923481,MG923481,1,FALSE,train
2706,MF769416,MF769416,MF769416,1,FALSE,train
2707,MF769417,MF769417,MF769417,1,FALSE,train
2708,MF769418,MF769418,MF769418,1,FALSE,train
2709,MF769419,MF769419,MF769419,1,FALSE,train
2710,MF769420,MF769420,MF769420,1,FALSE,train
2714,MF769424,MF769424,MF769424,1,FALSE,train
2716,MF769426,MF769426,MF769426,1,FALSE,eval
2718,MF769428,MF769428,MF769428,1,FALSE,train
2726,MF769436,MF769436,MF769436,1,FALSE,train
2731,MF769441,MF769441,MF769441,1,FALSE,train
2735,MG557844,MG557844,MG557844,1,FALSE,train
2736,MG837011,MG837011,MG837011,1,FALSE,train
2737,MG837012,MG837012,MG837012,1,FALSE,train
2739,KY776701,KY776701,KY776701,1,FALSE,eval
2741,MG448607,MG448607,MG448607,1,FALSE,train
2742,MG334554,MG334554,MG334554,1,FALSE,train
2743,MG334555,MG334555,MG334555,1,FALSE,train
2746,LT905451,LT905451,LT905451,1,FALSE,train
2750,MG772808,MG772808,MG772808,1,TRUE,eval
2751,MG781192,MG781192,MG781192,1,FALSE,train
2753,KY649107,KY649107,KY649107,1,FALSE,train
2754,KX442564,KX442564,KX442564,1,FALSE,train
2755,KX442565,KX442565,KX442565,1,FALSE,train
2756,MG596802,MG596802,MG596802,1,FALSE,train
2757,MG596803,MG596803,MG596803,1,FALSE,train
2758,MF375374,MF375374,MF375374,1,FALSE,train
2759,KX722529,KX722529,KX722529,1,FALSE,train
2760,KX722530,KX722530,KX722530,1,FALSE,train
2761,KX722531,KX722531,KX722531,1,FALSE,eval
2762,KY673148,KY673148,KY673148,1,TRUE,eval
2763,KY673149,KY673149,KY673149,1,FALSE,eval
2764,KY688118,KY688118,KY688118,1,TRUE,train
2765,KY688119,KY688119,KY688119,1,TRUE,train
2766,KY688120,KY688120,KY688120,1,TRUE,train
2767,KY688121,KY688121,KY688121,1,TRUE,train
2769,KY688123,KY688123,KY688123,1,TRUE,train
2771,MF041982,MF041982,MF041982,1,FALSE,eval
2772,KY513724,KY513724,KY513724,1,FALSE,eval
2773,KY513725,KY513725,KY513725,1,FALSE,train
2774,KY566209,KY566209,KY566209,1,FALSE,train
2775,KY566210,KY566210,KY566210,1,FALSE,train
2776,KY566211,KY566211,KY566211,1,FALSE,train
2777,KY581684,KY581684,KY581684,1,TRUE,train
2778,KY581685,KY581685,KY581685,1,TRUE,train
2779,KY581686,KY581686,KY581686,1,TRUE,train
2780,KY581687,KY581687,KY581687,1,TRUE,train
2781,KY581688,KY581688,KY581688,1,TRUE,eval
2782,KY581689,KY581689,KY581689,1,TRUE,train
2783,KY581690,KY581690,KY581690,1,TRUE,train
2784,KY581691,KY581691,KY581691,1,TRUE,train
2785,KY581692,KY581692,KY581692,1,TRUE,train
2786,KY581693,KY581693,KY581693,1,TRUE,train
2787,KY581694,KY581694,KY581694,1,TRUE,train
2788,KY581695,KY581695,KY581695,1,FALSE,eval
2789,KY581696,KY581696,KY581696,1,FALSE,eval
2790,KY581697,KY581697,KY581697,1,FALSE,train
2794,KY994645,KY994645,KY994645,1,FALSE,train
2795,MF782686,MF782686,MF782686,1,FALSE,train
2796,MF782687,MF782687,MF782687,1,FALSE,train
2797,MG366880,MG366880,MG366880,1,TRUE,train
2798,MG366881,MG366881,MG366881,1,TRUE,train
2799,MG366882,MG366882,MG366882,1,TRUE,train
2800,MG366883,MG366883,MG366883,1,TRUE,eval
2801,KY363867,KY363867,KY363867,1,FALSE,train
2802,KY363868,KY363868,KY363868,1,FALSE,train
2803,KY398010,KY398010,KY398010,1,FALSE,train
2808,MF598594,MF598594,MF598594,1,FALSE,train
2809,MF598595,MF598595,MF598595,1,FALSE,eval
2810,MF598596,MF598596,MF598596,1,FALSE,train
2811,MF598597,MF598597,MF598597,1,FALSE,train
2812,MF598598,MF598598,MF598598,1,FALSE,train
2813,MF598599,MF598599,MF598599,1,FALSE,eval
2814,MF598600,MF598600,MF598600,1,FALSE,train
2815,MF598601,MF598601,MF598601,1,FALSE,train
2816,MF598602,MF598602,MF598602,1,FALSE,train
2817,MF598603,MF598603,MF598603,1,FALSE,train
2818,MF598604,MF598604,MF598604,1,FALSE,eval
2819,MF598605,MF598605,MF598605,1,FALSE,train
2820,MF598606,MF598606,MF598606,1,FALSE,train
2821,MF598607,MF598607,MF598607,1,FALSE,eval
2822,MF598608,MF598608,MF598608,1,FALSE,train
2823,MF598609,MF598609,MF598609,1,FALSE,train
2824,MF598610,MF598610,MF598610,1,FALSE,eval
2825,MF598611,MF598611,MF598611,1,FALSE,train
2826,MF598612,MF598612,MF598612,1,FALSE,eval
2827,MF598613,MF598613,MF598613,1,FALSE,train
2828,MF598614,MF598614,MF598614,1,FALSE,train
2829,MF598615,MF598615,MF598615,1,FALSE,eval
2830,MF598616,MF598616,MF598616,1,FALSE,train
2831,MF598617,MF598617,MF598617,1,FALSE,train
2832,MF598618,MF598618,MF598618,1,FALSE,train
2833,MF598619,MF598619,MF598619,1,FALSE,train
2834,MF598620,MF598620,MF598620,1,FALSE,eval
2835,MF598621,MF598621,MF598621,1,FALSE,train
2836,MF598622,MF598622,MF598622,1,FALSE,train
2837,MF598623,MF598623,MF598623,1,FALSE,eval
2838,MF598624,MF598624,MF598624,1,FALSE,train
2839,MF598625,MF598625,MF598625,1,FALSE,train
2840,MF598626,MF598626,MF598626,1,FALSE,train
2841,MF598627,MF598627,MF598627,1,FALSE,train
2842,MF598628,MF598628,MF598628,1,FALSE,train
2843,MF598629,MF598629,MF598629,1,FALSE,train
2844,MF598630,MF598630,MF598630,1,FALSE,train
2845,MF598631,MF598631,MF598631,1,FALSE,train
2846,MF598632,MF598632,MF598632,1,FALSE,train
2847,MF598633,MF598633,MF598633,1,FALSE,train
2848,MF598634,MF598634,MF598634,1,FALSE,eval
2849,MF598635,MF598635,MF598635,1,FALSE,train
2850,MF598636,MF598636,MF598636,1,FALSE,eval
2851,MF598637,MF598637,MF598637,1,FALSE,eval
2852,MF598638,MF598638,MF598638,1,FALSE,train
2853,MF598639,MF598639,MF598639,1,FALSE,train
2854,MF598640,MF598640,MF598640,1,FALSE,train
2855,MF598641,MF598641,MF598641,1,FALSE,train
2856,MF598642,MF598642,MF598642,1,FALSE,eval
2857,MF598643,MF598643,MF598643,1,FALSE,train
2858,MF598644,MF598644,MF598644,1,FALSE,train
2859,MF598645,MF598645,MF598645,1,FALSE,train
2860,MF598646,MF598646,MF598646,1,FALSE,train
2861,MF598647,MF598647,MF598647,1,FALSE,train
2862,MF598648,MF598648,MF598648,1,FALSE,train
2863,MF598649,MF598649,MF598649,1,FALSE,train
2864,MF598650,MF598650,MF598650,1,FALSE,train
2865,MF598651,MF598651,MF598651,1,FALSE,train
2866,MF598652,MF598652,MF598652,1,FALSE,train
2867,MF598653,MF598653,MF598653,1,FALSE,train
2868,MF598654,MF598654,MF598654,1,FALSE,eval
2870,MF598656,MF598656,MF598656,1,FALSE,train
2871,MF598657,MF598657,MF598657,1,FALSE,train
2872,MF598658,MF598658,MF598658,1,FALSE,eval
2873,MF598659,MF598659,MF598659,1,FALSE,eval
2874,MF598660,MF598660,MF598660,1,FALSE,train
2875,MF598661,MF598661,MF598661,1,FALSE,train
2877,MF598663,MF598663,MF598663,1,FALSE,train
2878,MF598664,MF598664,MF598664,1,FALSE,eval
2879,MF598665,MF598665,MF598665,1,FALSE,train
2880,MF598666,MF598666,MF598666,1,FALSE,eval
2881,MF598667,MF598667,MF598667,1,FALSE,train
2882,MF598668,MF598668,MF598668,1,FALSE,eval
2883,MF598669,MF598669,MF598669,1,FALSE,train
2884,MF598670,MF598670,MF598670,1,FALSE,eval
2885,MF598671,MF598671,MF598671,1,FALSE,train
2886,MF598672,MF598672,MF598672,1,FALSE,train
2887,MF598673,MF598673,MF598673,1,FALSE,eval
2888,MF598674,MF598674,MF598674,1,FALSE,train
2889,MF598675,MF598675,MF598675,1,FALSE,train
2890,MF598676,MF598676,MF598676,1,FALSE,train
2891,MF598677,MF598677,MF598677,1,FALSE,train
2892,MF598678,MF598678,MF598678,1,FALSE,train
2893,MF598679,MF598679,MF598679,1,FALSE,train
2894,MF598680,MF598680,MF598680,1,FALSE,train
2895,MF598681,MF598681,MF598681,1,FALSE,train
2896,MF598682,MF598682,MF598682,1,FALSE,train
2897,MF598683,MF598683,MF598683,1,FALSE,train
2898,MF598684,MF598684,MF598684,1,FALSE,train
2900,MF598686,MF598686,MF598686,1,FALSE,eval
2901,MF598687,MF598687,MF598687,1,FALSE,train
2902,MF598688,MF598688,MF598688,1,FALSE,train
2903,MF598689,MF598689,MF598689,1,FALSE,eval
2904,MF598690,MF598690,MF598690,1,FALSE,train
2905,MF598691,MF598691,MF598691,1,FALSE,train
2907,MF598693,MF598693,MF598693,1,FALSE,train
2908,MF598694,MF598694,MF598694,1,FALSE,train
2909,MF598695,MF598695,MF598695,1,FALSE,train
2910,MF598696,MF598696,MF598696,1,FALSE,train
2911,MF598697,MF598697,MF598697,1,FALSE,train
2912,MF598698,MF598698,MF598698,1,FALSE,train
2913,MF598699,MF598699,MF598699,1,FALSE,train
2914,MF598700,MF598700,MF598700,1,FALSE,train
2915,MF598701,MF598701,MF598701,1,FALSE,train
2916,MF598702,MF598702,MF598702,1,FALSE,eval
2917,MF598703,MF598703,MF598703,1,FALSE,train
2919,MF598705,MF598705,MF598705,1,FALSE,train
2921,MF598707,MF598707,MF598707,1,FALSE,train
2923,MF598709,MF598709,MF598709,1,FALSE,train
2924,MF598710,MF598710,MF598710,1,FALSE,train
2925,MF598711,MF598711,MF598711,1,FALSE,train
2926,MF598712,MF598712,MF598712,1,FALSE,eval
2928,MF598714,MF598714,MF598714,1,FALSE,eval
2929,MF598715,MF598715,MF598715,1,FALSE,train
2930,MF598716,MF598716,MF598716,1,FALSE,train
2931,MF598717,MF598717,MF598717,1,FALSE,train
2932,MF598718,MF598718,MF598718,1,FALSE,train
2933,MF598719,MF598719,MF598719,1,FALSE,train
2935,MF598721,MF598721,MF598721,1,FALSE,train
2936,MF598722,MF598722,MF598722,1,FALSE,train
2937,KY014281,KY014281,KY014281,1,TRUE,train
2938,KY014282,KY014282,KY014282,1,TRUE,train
2939,KY417142,KY417142,KY417142,1,FALSE,train
2940,KY417143,KY417143,KY417143,1,FALSE,train
2941,KY417144,KY417144,KY417144,1,FALSE,eval
2942,KY417145,KY417145,KY417145,1,FALSE,train
2943,KY417146,KY417146,KY417146,1,FALSE,train
2944,KY417147,KY417147,KY417147,1,FALSE,train
2945,KY417148,KY417148,KY417148,1,FALSE,train
2946,KY417149,KY417149,KY417149,1,FALSE,eval
2947,KY417150,KY417150,KY417150,1,FALSE,train
2948,KY417151,KY417151,KY417151,1,FALSE,train
2949,KY417152,KY417152,KY417152,1,FALSE,train
2950,MF374983,MF374983,MF374983,1,TRUE,train
2951,MF374984,MF374984,MF374984,1,TRUE,train
2952,MF374985,MF374985,MF374985,1,TRUE,train
2954,MF618252,MF618252,MF618252,1,FALSE,train
2955,MF618253,MF618253,MF618253,1,FALSE,train
2956,MF370205,MF370205,MF370205,1,FALSE,train
2957,KY421672,KY421672,KY421672,1,FALSE,train
2958,KY421673,KY421673,KY421673,1,FALSE,train
2959,MF948005,MF948005,MF948005,1,FALSE,eval
2960,MF593473,MF593473,MF593473,1,FALSE,train
2961,MF882923,MF882923,MF882923,1,FALSE,train
2962,KY007139,KY007139,KY007139,1,FALSE,train
2963,KY007140,KY007140,KY007140,1,FALSE,train
2964,MG011340,MG011340,MG011340,1,TRUE,train
2965,MG011341,MG011341,MG011341,1,TRUE,train
2966,MG011342,MG011342,MG011342,1,TRUE,train
2967,MG011343,MG011343,MG011343,1,TRUE,train
2968,MG011344,MG011344,MG011344,1,TRUE,train
2969,MG011345,MG011345,MG011345,1,TRUE,train
2970,MG011346,MG011346,MG011346,1,TRUE,train
2971,MG011347,MG011347,MG011347,1,TRUE,train
2972,MG011348,MG011348,MG011348,1,TRUE,train
2973,MG011349,MG011349,MG011349,1,TRUE,train
2974,MG011350,MG011350,MG011350,1,TRUE,train
2975,MG011351,MG011351,MG011351,1,TRUE,train
2976,MG011352,MG011352,MG011352,1,TRUE,eval
2977,MG011353,MG011353,MG011353,1,TRUE,train
2978,MG011354,MG011354,MG011354,1,TRUE,train
2979,MG011355,MG011355,MG011355,1,TRUE,train
2980,MG011356,MG011356,MG011356,1,TRUE,eval
2981,MG011357,MG011357,MG011357,1,TRUE,train
2982,MG011358,MG011358,MG011358,1,TRUE,train
2983,MG011359,MG011359,MG011359,1,TRUE,train
2984,MG011360,MG011360,MG011360,1,TRUE,train
2985,MG011361,MG011361,MG011361,1,TRUE,eval
2986,MG011362,MG011362,MG011362,1,TRUE,train
2998,KX834130,KX834130,KX834130,1,FALSE,eval
2999,KX834131,KX834131,KX834131,1,FALSE,train
3000,MF095123,MF095123,MF095123,1,FALSE,train
3001,MF462814,MF462814,MF462814,1,FALSE,train
3002,KX839246,KX839246,KX839246,1,FALSE,train
3009,MF737355,MF737355,MF737355,1,FALSE,eval
3011,LC215871,LC215871,LC215871,1,FALSE,eval
3012,MF542265,MF542265,MF542265,1,TRUE,train
3013,KY926512,KY926512,KY926512,1,FALSE,eval
3014,LC315646,LC315646,LC315646,1,TRUE,eval
3015,LC315647,LC315647,LC315647,1,TRUE,eval
3016,LC315648,LC315648,LC315648,1,TRUE,eval
3017,LC315649,LC315649,LC315649,1,TRUE,train
3018,LC315650,LC315650,LC315650,1,TRUE,train
3019,LC315651,LC315651,LC315651,1,TRUE,eval
3020,MF431742,MF431742,MF431742,1,FALSE,train
3021,MF431743,MF431743,MF431743,1,FALSE,train
3022,KX512809,KX512809,KX512809,1,FALSE,train
3023,KX512810,KX512810,KX512810,1,FALSE,train
3024,LT898408,LT898408,LT898408,1,FALSE,train
3025,LT898409,LT898409,LT898409,1,FALSE,train
3026,LT898410,LT898410,LT898410,1,FALSE,train
3027,LT898411,LT898411,LT898411,1,FALSE,train
3029,LT898413,LT898413,LT898413,1,FALSE,eval
3030,LT898414,LT898414,LT898414,1,FALSE,train
3031,LT898415,LT898415,LT898415,1,FALSE,train
3032,LT898416,LT898416,LT898416,1,FALSE,train
3033,LT898417,LT898417,LT898417,1,FALSE,train
3034,LT898418,LT898418,LT898418,1,FALSE,train
3035,LT898420,LT898420,LT898420,1,FALSE,eval
3036,LT898421,LT898421,LT898421,1,FALSE,eval
3037,LT898423,LT898423,LT898423,1,FALSE,eval
3038,LT898425,LT898425,LT898425,1,FALSE,train
3039,LT898426,LT898426,LT898426,1,FALSE,train
3040,LT898427,LT898427,LT898427,1,FALSE,eval
3042,LT898431,LT898431,LT898431,1,FALSE,train
3043,LT898432,LT898432,LT898432,1,FALSE,train
3044,LT898433,LT898433,LT898433,1,FALSE,train
3045,LT898435,LT898435,LT898435,1,FALSE,train
3046,LT898436,LT898436,LT898436,1,FALSE,train
3047,LT898438,LT898438,LT898438,1,FALSE,train
3048,LT898439,LT898439,LT898439,1,FALSE,train
3049,LT898440,LT898440,LT898440,1,FALSE,train
3051,LT898443,LT898443,LT898443,1,FALSE,eval
3052,LT898444,LT898444,LT898444,1,FALSE,train
3053,LT898445,LT898445,LT898445,1,FALSE,train
3054,LT898446,LT898446,LT898446,1,FALSE,train
3055,LT898447,LT898447,LT898447,1,FALSE,train
3058,LT900500,LT900500,LT900500,1,FALSE,train
3059,LT900501,LT900501,LT900501,1,FALSE,train
3060,LT900502,LT900502,LT900502,1,FALSE,train
3061,KU558701,KU558701,KU558701,1,FALSE,eval
3062,KU558702,KU558702,KU558702,1,FALSE,eval
3063,KY420075,KY420075,KY420075,1,FALSE,eval
3064,MF346935,MF346935,MF346935,1,FALSE,eval
3065,KY938558,KY938558,KY938558,1,FALSE,train
3066,KT326819,KT326819,KT326819,1,TRUE,train
3067,KT591944,KT591944,KT591944,1,FALSE,train
3068,MF421319,MF421319,MF421319,1,FALSE,train
3069,MF421320,MF421320,MF421320,1,FALSE,train
3070,KY293677,KY293677,KY293677,1,FALSE,train
3071,KY799179,KY799179,KY799179,1,FALSE,train
3072,MF167434,MF167434,MF167434,1,FALSE,eval
3073,LC260045,LC260045,LC260045,1,FALSE,train
3074,KX289955,KX289955,KX289955,1,FALSE,train
3075,KY292377,KY292377,KY292377,1,FALSE,eval
3076,LC216914,LC216914,LC216914,1,FALSE,train
3077,LC216915,LC216915,LC216915,1,FALSE,train
3078,KY063616,KY063616,KY063616,1,FALSE,eval
3079,KY063617,KY063617,KY063617,1,FALSE,train
3080,KY063618,KY063618,KY063618,1,FALSE,eval
3081,KY963963,KY963963,KY963963,1,FALSE,eval
3082,KY825240,KY825240,KY825240,1,FALSE,train
3083,KY825241,KY825241,KY825241,1,FALSE,train
3084,KY825242,KY825242,KY825242,1,FALSE,train
3085,KY825243,KY825243,KY825243,1,FALSE,train
3087,KY983583,KY983583,KY983583,1,TRUE,train
3088,KY983584,KY983584,KY983584,1,TRUE,eval
3089,KY983585,KY983585,KY983585,1,TRUE,eval
3090,KY983586,KY983586,KY983586,1,TRUE,train
3091,KY983587,KY983587,KY983587,1,TRUE,train
3092,KY983588,KY983588,KY983588,1,TRUE,eval
3093,KX058031,KX058031,KX058031,1,FALSE,train
3094,KX058032,KX058032,KX058032,1,FALSE,train
3095,KX058033,KX058033,KX058033,1,FALSE,eval
3097,KY928065,KY928065,KY928065,1,FALSE,train
3098,KY929405,KY929405,KY929405,1,FALSE,eval
3099,KY929406,KY929406,KY929406,1,FALSE,train
3100,KU900738,KU900738,KU900738,1,FALSE,train
3101,KU900739,KU900739,KU900739,1,FALSE,train
3102,KU900740,KU900740,KU900740,1,FALSE,eval
3103,KU900741,KU900741,KU900741,1,FALSE,train
3104,KU900742,KU900742,KU900742,1,FALSE,train
3105,KU900743,KU900743,KU900743,1,FALSE,train
3106,KU900744,KU900744,KU900744,1,FALSE,train
3107,KY805845,KY805845,KY805845,1,FALSE,train
3108,KY805846,KY805846,KY805846,1,FALSE,eval
3109,KY793536,KY793536,KY793536,1,FALSE,eval
3110,KU973692,KU973692,KU973692,1,FALSE,train
3115,KX154684,KX154684,KX154684,1,TRUE,train
3116,KX154685,KX154685,KX154685,1,TRUE,train
3117,KX154686,KX154686,KX154686,1,TRUE,train
3118,KX154687,KX154687,KX154687,1,TRUE,train
3119,KX154688,KX154688,KX154688,1,TRUE,train
3120,KX154689,KX154689,KX154689,1,TRUE,train
3121,KX154690,KX154690,KX154690,1,TRUE,train
3122,KX154691,KX154691,KX154691,1,TRUE,train
3123,KX154692,KX154692,KX154692,1,TRUE,train
3124,KX154693,KX154693,KX154693,1,TRUE,eval
3125,KX154694,KX154694,KX154694,1,TRUE,train
3126,KY621348,KY621348,KY621348,1,TRUE,train
3127,KY829118,KY829118,KY829118,1,TRUE,train
3128,KY967356,KY967356,KY967356,1,TRUE,train
3129,KY967357,KY967357,KY967357,1,TRUE,train
3130,KY967358,KY967358,KY967358,1,TRUE,train
3131,KY967359,KY967359,KY967359,1,TRUE,train
3132,KY967360,KY967360,KY967360,1,TRUE,train
3133,KY967361,KY967361,KY967361,1,TRUE,train
3135,KY364365,KY364365,KY364365,1,FALSE,train
3138,KY770850,KY770850,KY770850,1,FALSE,train
3139,KY770851,KY770851,KY770851,1,FALSE,train
3140,KY770858,KY770858,KY770858,1,FALSE,train
3141,KY770859,KY770859,KY770859,1,FALSE,train
3142,KY770860,KY770860,KY770860,1,FALSE,train
3143,KY554967,KY554967,KY554967,1,TRUE,train
3144,KY554968,KY554968,KY554968,1,TRUE,train
3146,KY554970,KY554970,KY554970,1,TRUE,train
3147,KY554971,KY554971,KY554971,1,TRUE,eval
3148,KY554972,KY554972,KY554972,1,TRUE,train
3149,KY554973,KY554973,KY554973,1,TRUE,train
3150,KY554974,KY554974,KY554974,1,TRUE,train
3151,KY554975,KY554975,KY554975,1,TRUE,eval
3152,KX364290,KX364290,KX364290,1,FALSE,train
3153,KX364291,KX364291,KX364291,1,FALSE,eval
3154,KX364292,KX364292,KX364292,1,FALSE,train
